id	kanji	kana	meaning	japanese	korean	english	flags
JLPT-한끝-N2-0026	圧倒的	あっとうてき	압도적	世論調査の結果から、圧倒的多数の人がその法律を支持していることがわかる。	여론조사 결과를 통해 압도적 다수의 사람들이 그 법을 지지하고 있음을 알 수 있다.	A poll shows that an overwhelming majority is favor of the legislation.	
JLPT-한끝-N2-0027	当てる	あてる	맞추다	しかし、ほとんどの研究はエメットの理論がコンピューター・グラフィックに与えた影響については焦点を当てていない。	그러나 대부분의 연구들은 에밋의 이론이 컴퓨터 그래픽에 미친 영향에 대해서는 초점을 맞추지 않는다.	Most studies, however, have not focused on the influence Emmet's theory had on the computer graphics.	
JLPT-한끝-N2-0028	アピール	アピール	어필, 호소	内面を理解して貰うためのアピールも必要なのさ！ボクのアグレッシブな行動もその中の一つ！	내면을 이해받기 위한 어필도 필요한 거야! 나의 공격적인 행동도 그 중 하나!	It's also vital that I make people want to understand the real me! My forward behaviour is one way I try to do this!	
JLPT-한끝-N2-0029	危ない	あぶない	위험하다	彼の会社、最近結構危ない橋を渡っているって、もっぱらの噂だよ。	그의 회사 요즘 많이 위험한 다리를 건넜다고 소문이 자자해.	His company is dangling by a thread. That's the rumor I hear.	
JLPT-한끝-N2-0030	溢れる	あふれる	넘치다	会場は人であふれ、立錐の余地なしという大盛況だったね。	회장은 사람들로 넘쳐나서 입추의 여지가 없다는 대성황이었지.	The concert hall was so jam-packed there wasn't room to breathe.	
JLPT-한끝-N2-0031	甘い	あまい	달다, 엄하지 않다	減量する良い方法は甘い物を食べることをやめることだ、とよく言われている。	감량하는 좋은 방법은 단 음식을 먹는 것을 그만두는 것이라고 흔히들 말한다.	It is often said that a good way to lose weight is to stop eating sweets.	
JLPT-한끝-N2-0032	甘やかす	あまやかす	응석을 받아주다	あの子を甘やかしてはいけません。とてもわがままになりますよ。	그 아이의 응석을 받아 줘서는 안 됩니다. 아주 제멋대로인 아이가 될 거예요.	You shouldn't indulge that child. It will make him very selfish.	
JLPT-한끝-N2-0033	アメリカ流	アメリカりゅう	미국식	この交渉方法はアメリカ流だが、日本企業にも受け入れられるとは限らない。	이 협상 방식은 미국식이지만 일본 기업에도 받아들여진다고 단정할 수는 없다.		
JLPT-한끝-N2-0034	怪しい	あやしい	수상하다	話が合いすぎるので、かえって何か怪しいと思った。	말이 너무 맞아서 오히려 뭔가 수상하다고 생각했다.	The story was too pat and I got rather suspicious.	
JLPT-한끝-N2-0035	誤る	あやまる	실수하다, 틀리다	高度に専門的な話題で、多分に誤った情報が含まれる可能性があることはあらかじめお断りしておきます。	고도의 전문적인 화제로, 아마 잘못된 정보가 포함될 가능성이 있는 것은 미리 사양해 둡니다.	Because this is such a highly technical subject, I would like to point out in advance the likelihood that some of what I'm about to say may include information that is incorrect.	
JLPT-한끝-N2-0036	誤り	あやまり	잘못, 실수	新しい調査では、６５歳以上の病院患者の診察記録には誤りが多く、重大な診察ミスにつながりかねない、ということです。	새로운 조사에서는 65세 이상 병원 환자의 진찰기록에는 오류가 많아 중대한 진찰 실수로 이어질 수 있다는 것입니다.	A new study suggests that hospital records for patients older than 65 are often incorrect, which may lead to serious treatment errors.	
JLPT-한끝-N2-0037	荒い	あらい	거칠다	僕のボスは人使いが荒いんだ。	내 보스는 인품이 사나워.	My boss is a slave driver.	
JLPT-한끝-N2-0038	予め	あらかじめ	미리, 사전에	彼女にご協力いただけますことについて、あらかじめお礼を申し上げます。	그녀에게 협조해 주신 것에 대해 미리 감사의 말씀을 드립니다.	I would like to thank you in advance for any help that you are able to give her.	
JLPT-한끝-N2-0039	争う	あらそう	다투다, 경쟁하다	試合は終始一点を争うシーソーゲームだった。	경기는 시종일관 한 점을 다투는 시소 게임이었다.	The game was one point back and forth the whole game.	
JLPT-한끝-N2-0040	改めて	あらためて	새삼스럽게, 다시	改めて、日本の文化や歴史に触れてみるのもいいものだと思った。	다시 한번 일본의 문화와 역사를 접해보는 것도 좋을 것 같다는 생각이 들었다.	I thought it would be a good idea to get back in touch with Japanese culture and history.	
JLPT-한끝-N2-0041	あらゆる	あらゆる	모든, 온갖	あらゆる事を考慮に入れれば、結果は私の期待以上だ。	모든 것을 고려한다면 결과는 내 기대 이상이다.	Taking everything into consideration, the result is better than I expected.	
JLPT-한끝-N2-0042	あるいは	あるいは	혹은, 또는	最近では、人々が移民していく場合、日光とか植物、あるいは召使いを求めていくというわけではない。	요즘에는 사람들이 이민을 가는 경우 햇빛이라든가 식물, 혹은 하인을 찾아가는 것은 아니다.	These days, when people emigrate, it is not so much in search of sunshine, or food, or even servants.	
JLPT-한끝-N2-0043	アルファベット順	アルファベットじゅん	알파벳순	たいていの病院ではカルテはアルファベット順に保管されている。	대부분의 병원에서 의무기록은 알파벳순으로 보관되어 있다.	The clinical records in most hospitals are kept in alphabetical order.	
JLPT-한끝-N2-0044	アレンジ	アレンジ	편곡, 변형, 각색	たとえ、あまり洋服をもっていなくても、アレンジ次第でおしゃれは楽しめると声を大にして言いたい。	비록 옷은 별로 없지만 어레인지 하는 대로 멋은 즐길 수 있다고 목소리를 크게 내고 싶다.	I want to get the word out - even if you don't have a lot of clothes you can enjoy dressing more fashionably by mixing and matching.	
JLPT-한끝-N2-0045	慌ただしい	あわただしい	어수선하다, 바쁘다	トムは気難しい顔で、人々があわただしくドアから出て行くのを見ていた。	톰은 까다로운 얼굴로 사람들이 황급히 문에서 나가는 것을 보고 있었다.	Tom watched them hurry through the doors, a disagreeable expression on his face.	
JLPT-한끝-N2-0046	慌てる	あわてる	당황하다, 허둥대다	ですから、玲子。アンタは慌てることはありません。	그러니까 레이코, 안타는 당황할 일이 없어요.	And so, Reiko, it's nothing for you to panic about.	
JLPT-한끝-N2-0047	哀れ	あわれ	불쌍함, 가엾음	私は彼を非常に哀れに思ったけれども、助けることができなかった。	나는 그를 매우 불쌍하게 생각했지만 도울 수가 없었다.	Much as I pitied him, I could not help him.	
JLPT-한끝-N2-0048	安易	あんい	손쉬움, 안이함	彼は彼女を安易な餌で誘き寄せた。	그는 그녀를 안이한 먹이로 유인했다.	He lured her with trinkets.	
JLPT-한끝-N2-0049	案外	あんがい	뜻밖에, 의외로	いけすかないボスだけど、仕事の悩みを相談したら案外、窮鳥懐に入れば猟師も殺さず、てなことになるかもね。	괜찮은 보스지만 일의 고민을 상담하니까 뜻밖에 궁포 품에 넣으면 사냥꾼도 죽이지 않고 괜찮아질지도 모르겠다.	The boss is hard to get along with. But if I try to talk to him about problems I have at work he might have a little heart. Even a hunter can't kill a bird who flies to him for protection.	
JLPT-한끝-N2-0050	案の定	あんのじょう	예상대로	案の定、あの業者今日になって泣きついてきたよ。	아니나 다를까, 그 업체 오늘이 돼서 울고불고 왔어.	Just like I thought, the contractor came back today, begging for more time.	
JLPT-한끝-N2-0051	いい加減	いいかげん	적당함, 무책임함	いい加減にしろっつの。恵子さん、嫌がってるだろ。	적당히 해라 케이코 씨, 싫어하잖아.	I said 'Quit it'. Can't you see Keiko hates that?	
JLPT-한끝-N2-0052	言い難い	いいがたい	말하기 어렵다	これらの患者には外科的な処置だけでは十分とは言い難い。	이 환자들에게는 외과적인 처치만으로는 충분하다고 말하기 어렵다.	For these patients, surgical treatment is far from being satisfactory.	
JLPT-한끝-N2-0053	言い訳	いいわけ	변명	「これ以上何も言うことはありません、いいわけをするのはいやですから」と彼は言った。	"""더 이상 아무 말도 할 게 없어요, 좋은 거 하는 건 싫으니까""라고 그는 말했다."	"He said, ""I will say nothing more, because I hate making excuses."""	
JLPT-한끝-N2-0054	委員会	いいんかい	위원회	その問題は委員会によって討議されている最中だった。	그 문제는 위원회에 의해 토의되고 있는 중이었다.	The committee were discussing the problem.	
JLPT-한끝-N2-0055	意外	いがい	의외임	彼が音楽について大変詳しいのは我々にとって意外なことでした。	그가 음악에 대해 매우 잘 아는 것은 우리에게 뜻밖의 일이었습니다.	His extensive knowledge of music was a revelation to us.	
JLPT-한끝-N2-0056	医学界	いがくかい	의학계	彼は医学界に多大な影響力を持っている。	그는 의학계에 지대한 영향력을 가지고 있다.	He has great influence over the medical world.	
JLPT-한끝-N2-0057	生き生き	いきいき	생생함, 활기참	彼は、はっきり生き生きと話すのが常だ。彼は、いつもどんな問題も端的に話す。	그는 똑똑하게 말하기 일쑤야. 그는 언제나 어떤 문제도 단적으로 말한다.	He makes it a point to speak clearly and graphically he always talks turkey about any problem.	
JLPT-한끝-N2-0058	勢い	いきおい	기세, 힘	彼、今のところは飛ぶ鳥も落とす勢いだけれど、あの威勢いつまでもつのか、疑問だね。	그 사람, 지금은 날 새도 떨어뜨릴 기세인데 그 위세가 언제까지 이어질지 의문이네.	He's unstoppable right now but the question is how long he can remain at the pinnacle of his career.	
JLPT-한끝-N2-0059	いきなり	いきなり	갑자기	いきなりビールを３本飲んでしまうなんて、佐藤さんも侮れないなあ。	갑자기 맥주를 세 캔 마셔버리다니, 사토 씨도 만만치 않네.	Ms Sato is no lightweight. I just saw her chug three bottles of beer.	
JLPT-한끝-N2-0060	息抜き	いきぬき	숨 돌리기, 휴식	たまには旅行でもして息抜きしないと、毎日仕事仕事じゃやってられないよ。	가끔은 여행이라도 하고 숨 쉬어야지 매일 일로는 할 수 있어.	You can't just work all day everyday. You need to break for a vacation once in a while.	
JLPT-한끝-N2-0061	育児	いくじ	육아	そして時折私が仕事と育児を両立させようという試みにくじけそうになったとき、私の決意を支える助けになったのは夫だった。	그리고 가끔 내가 일과 육아를 양립시키려는 시도에 좌절할 뻔했을 때, 내 결의를 지지해주는 데 도움을 준 건 남편이었다.	And at times when I became discouraged with trying to reconcile working and bringing up children, it was my husband who helped to maintain my determination.	
JLPT-한끝-N2-0062	勇ましい	いさましい	용감하다	一人で原始林へ乗り込もうとは君はなんて勇ましいんだ。	혼자 원시림에 들어가자니 넌 정말 용맹스러워.	How brave of you to go alone into the primaeval forest!	
JLPT-한끝-N2-0063	維持	いじ	유지	しかし、抗議を通して始めて自由で開かれた社会が維持されるのである。	그러나 항의를 통해 비로소 자유롭고 열린 사회가 유지되는 것이다.	Only through protest can a free and open society be maintained.	
JLPT-한끝-N2-0064	いじめる	いじめる	괴롭히다	基本はアスカがシンジをいじめる。で、たまにキレたシンジがアスカを襲う。その時のアスカはやけにしおらしい。	기본은 아스카가 신지를 괴롭히는 것. 그런데 가끔 화난 신지가 아스카를 덮친다 그 때의 아스카는 유독 지독하다.	The key is that Asuka abuses Shinji.  So, rarely, Shinji flips and assaults Asuka.  Then Asuka is surprisingly meek.	
JLPT-한끝-N2-0065	いじる	いじる	만지다	書類は勝手にいじられた形跡があった。	서류는 함부로 만진 흔적이 있었다.	The documents were tampered with.	
JLPT-한끝-N2-0066	異常	いじょう	이상함	国防総省関係者は、異常がいつ発生したかについては口を閉ざしており、飛行の詳細についても論評をさけました。	국방부 관계자는 이상이 언제 발생했는지에 대해서는 입을 닫았고, 비행에 대한 자세한 내용에 대해서도 논평을 내놓았습니다.	Pentagon officials won't say when the problem turned up and refused to discuss details about the flight.	
JLPT-한끝-N2-0067	異色	いしょく	이색적임	われわれの仲間ではあなたは異色の存在だった。	우리의 동료에서는 당신은 이색적인 존재였다.	You stood our in our circle.	
JLPT-한끝-N2-0068	泉	いずみ	샘	泉はおよそ１７０フィートの高さまで温水を吹き出す。	샘은 대략 170피트 높이까지 온수를 뿜어낸다.	It sends hot water some 170 feet high.	
JLPT-한끝-N2-0069	依然として	いぜんとして	여전히	生命がどの様にして、いつ、始まったかは依然として謎である。	생명이 어떻게, 언제, 시작됐는지는 여전히 수수께끼다.	How and when life began is still a mystery.	
JLPT-한끝-N2-0070	忙しい	いそがしい	바쁘다	あなたは、私はすることが何もないと思っているが、それどころかたいへん忙しいのです。	당신은 저는 할 일이 아무것도 없다고 생각하지만, 그건커녕 매우 바쁩니다.	You think I have nothing to do; but on the contrary, I am very busy.	
JLPT-한끝-N2-0071	痛い	いたい	아프다	ジョンは、７人家族の最年少だから、両親にとって目の中に入れても痛くないほどだ。	존은 7인 가족의 최연소이다 보니, 부모님에게 눈 속에 넣어도 아프지 않을 정도다.	John, who is the youngest in a family of seven, is the apple of his parent's eye.	
JLPT-한끝-N2-0072	偉大	いだい	위대함	あなたの言葉から判断すると、彼は偉大な作家に違いない。	당신의 말로 판단하면, 그는 위대한 작가임에 틀림없다.	Judging from what you say, he must be a great writer.	
JLPT-한끝-N2-0073	抱く	いだく	품다	その経験で彼女は民主党に対して好感を抱くようになった。	그 경험으로 그녀는 민주당에 대해 호감을 갖게 되었다.	The experience prejudiced her in favor of the Democratic Party.	
JLPT-한끝-N2-0074	傷む	いたむ	상하다	傷むのを防ぐために、遠海で捕獲した魚は直ちに冷却される。	상하는 것을 방지하기 위해 원해에서 포획한 물고기는 즉시 냉각된다.	To avoid spoiling, fish caught far out at sea are immediately cooled or even frozen.	
JLPT-한끝-N2-0075	一応	いちおう	일단	過去問がもしあるならば一応目を通すほうがいいと思います。	과거문이 만약 있다면 일단 훑어보는 게 좋을 것 같아요.	If there are past exam questions then I think it would be best to give them a quick look over.	
JLPT-한끝-N2-0076	著しい	いちじるしい	현저하다	二人の少年の間には著しい違いがあった。	두 소년 사이에는 현저한 차이가 있었다.	Striking differences existed between the two boys.	
JLPT-한끝-N2-0077	一日おきに	いちにちおきに	하루걸러	私はステーキが何よりも好きで、一日おきに食べている。	나는 스테이크가 무엇보다 좋아서 하루 걸러 먹고 있어.	I like steak better than anything else, and eat it every other day.	
JLPT-한끝-N2-0078	一気に	いっきに	단숨에	興奮した女性は一気に事故について説明しようとした。	흥분된 여성은 단번에 사고에 대해 설명하려고 했다.	The excited woman tried to explain about the accident all in one breath.	
JLPT-한끝-N2-0079	〜一色	〜いっしょく	~일색	夏の山では目に見えるものはすべて緑一色です。	여름 산에서는 눈에 보이는 것은 모두 녹색 일색입니다.	The mountains are a lush green in summer.	
JLPT-한끝-N2-0080	一斉に	いっせいに	일제히	予鈴だ。校門の辺りにいた生徒たちが一斉に足を速める。	예쁘다 교문 주변에 있던 학생들이 일제히 발걸음을 재촉한다.	It's the class bell.  The pupils that had been around the school gate quickened their steps as one.	
JLPT-한끝-N2-0081	一層	いっそう	한층 더	その問題について考えれば考えるほど、一層難しくなるようにおもえた。	그 문제에 대해 생각할수록 더욱 어려워지는 것 같았다.	The more I thought about the problem, the more difficult it seemed.	
JLPT-한끝-N2-0082	いったん	いったん	일단	いったん物事を始めた以上、途中で放棄してはいけない。	일단 일을 시작한 이상 도중에 포기해서는 안 된다.	Once you have begun to do something, never give it up.	
JLPT-한끝-N2-0083	一転	いってん	완전히 바뀜	順調だった交渉は、担当者の発言をきっかけに一転して厳しい状況になった。	순조롭던 협상은 담당자의 발언을 계기로 상황이 돌변해 어려워졌다.		
JLPT-한끝-N2-0084	いつのまにか	いつのまにか	어느새	歳月はいつのまにか過ぎ去っていった。	세월은 어느덧 지나갔다.	The year stole by.	
JLPT-한끝-N2-0085	移転	いてん	이전	４月１日、南洋フーズ株式会社は横浜の新社屋に移転します。	4월 1일, 난양 푸즈 주식회사는 요코하마의 신사옥으로 이전합니다.	On April 1, Nanyo Foods Co. Ltd. will move to its new building in Yokohama.	
JLPT-한끝-N2-0086	緯度	いど	위도	同じ国であっても、緯度によって気候が大きく異なることがある。	같은 나라라도 위도에 따라 기후가 크게 다를 수 있다.		
JLPT-한끝-N2-0087	祈る	いのる	기도하다	末永く、楽しい日々を送られますようおいのりします。	오래오래 즐거운 나날을 보내시길 바랍니다.	We wish her many happy years in the future.	
JLPT-한끝-N2-0088	違反	いはん	위반	相次ぐ不祥事にも関わらず、警察はオメオメ違反切符を切っている。	잇따른 불상사에도 불구하고 경찰은 아무렇지도 않은 듯 위반 딱지를 떼고 있다.	Despite their own scandals the police continue to make arrests as though nothing had happened at all.	
JLPT-한끝-N2-0089	異文化	いぶんか	이문화	異文化間のコミュニケーションはとてもむずかしいです。	다른 문화 간의 의사소통은 매우 어렵습니다.	It is very difficult to communicate yourself sufficiently to others.	
JLPT-한끝-N2-0090	今に	いまに	머지않아	昔から今に至るまで存在する、あらゆる社会の歴史は階級闘争の歴史である。	예전부터 지금까지 존재하는 모든 사회의 역사는 계급투쟁의 역사다.	The history of all hitherto existing society is the history of class struggles.	
JLPT-한끝-N2-0091	意欲	いよく	의욕	この人々は、血によってではなく、肉の欲求や人の意欲によってでもなく、ただ、神によって生まれたのである。	이 사람들은 피에 의해서가 아니라 육욕이나 사람의 의욕에 의해서가 아니라 오직 신에 의해서 태어난 것이다.	Children born not of natural descent, nor of human decision or a husband's will, but born of God.	
JLPT-한끝-N2-0092	依頼	いらい	의뢰	この重役のポストに適当な人物を見つけるには、人材斡旋業者に依頼する必要がある。	이 중역 자리에 마땅한 인물을 찾으려면 인력 알선업체에 의뢰해야 한다.	We'll need a head hunting agency to find the right man for this executive position.	
JLPT-한끝-N2-0093	いらいら	いらいら	초조함	彼女は機嫌が悪かった。私が到着する前に起こったことでいらいらしていたに違いない。	그녀는 기분이 나빴어. 내가 도착하기 전에 일어난 일 때문에 짜증이 났던 게 틀림없어.	She was in a bad mood; she must have been put out by something that had happened before I arrived.	
JLPT-한끝-N2-0094	医療	いりょう	의료	改良された医療技術は、宇宙開発計画の副産物として派生したものの一つである。	개량된 의료기술은 우주개발 계획의 부산물로 파생된 것 중 하나다.	Improved medical technology has been one of the spin-offs of the space program.	
JLPT-한끝-N2-0095	<pre>岩</pre>	いわ	바위	岩の上で髪をとかしながら、彼女は快い歌を歌った。	바위 위에서 머리를 빗으며 그녀는 쾌활한 노래를 불렀다.	She sang a sweet song as she combed her hair on the rock.	
JLPT-한끝-N2-0096	祝い	いわい	축하, 선물	私達が祝いの言葉をかけたのに、彼は眉をひそめてそっぽを向いた。	우리가 축하의 말을 건넸는데 그는 눈살을 찌푸리고 돌아섰다.	In spite of our congratulations, he frowned and turned away.	
JLPT-한끝-N2-0097	祝う	いわう	축하하다	２月１４日、アメリカ人はバレンタインデーを祝う。	2월 14일, 미국인들은 밸런타인데이를 축하한다.	On February 14 Americans celebrate St. Valentine's Day.	
JLPT-한끝-N2-0098	いわば	いわば	말하자면	テレビに映し出されるものは、いわば実社会の反映である。	텔레비전에 비춰지는 것은 말하자면 실사회의 반영이다.	What is shown on television is, as it were, a reflection of what society is like.	
JLPT-한끝-N2-0099	いわゆる	いわゆる	소위, 이른바	最初のパラグラフでは、いわゆるサプライサイドの経済戦略というものの妥当性について疑問を呈する。	첫 번째 패러그래프에서는 소위 공급 측면의 경제전략이라는 것의 타당성에 대해 의문을 제기한다.	In the opening paragraphs I query the validity of so-called supply-side economic strategies.	
JLPT-한끝-N2-0100	印刷	いんさつ	인쇄	この教科書は、急いで印刷したためにミスプリントがたくさんある。	이 교과서는 급하게 인쇄했기 때문에 오판본이 많이 있다.	This textbook, having been printed in haste, has a lot of printing mistakes.	
JLPT-한끝-N2-0101	引退	いんたい	은퇴	彼は故郷の町に引退し、そこで静かな生活を送った。	그는 고향 마을로 은퇴하고 그곳에서 조용한 삶을 살았다.	He retired to his hometown, where he lived a quiet life.	
JLPT-한끝-N2-0102	引用	いんよう	인용	私はこれらの引用句の出典をどうしても知る必要がある。	나는 이 인용구의 출처를 꼭 알아야 한다.	I must know where these quotations originate.	
JLPT-한끝-N2-0103	植木	うえき	정원수, 분재	「どうしたの？」「あのね、植木の枝の剪定をして欲しかったのよ」	'왜 그래?' '저기요, 나무 가지 가지 가지 치기를 했으면 했어요'	"""What is it?"" ""Well, you see, I wanted the shrubs pruned."""	
JLPT-한끝-N2-0104	伺う	うかがう	여쭙다	予定変更のお知らせをしない限り、日曜日にお伺いします。	예정 변경 공지를 하지 않는 한 일요일에 방문하겠습니다.	I will visit you on Sunday, if I do no write to you to the contrary.	
JLPT-한끝-N2-0105	浮く	うく	떠오르다	若者ばかりのそのコンサート会場でおじさんのわたしはすっかりまわりから浮いていた。	젊은이들뿐인 그 콘서트장에서 아저씨인 나는 온통 주위에서 떠 있었다.	Being at the concert hall full of young kids made an old duffer like me feel out of tune.	
JLPT-한끝-N2-0106	受け入れる	うけいれる	받아들이다	１８２０年から１９７３年の間に合衆国は、４６００万以上の移民を受け入れた。	1820년에서 1973년 사이에 합중국은 4,600만 이상의 이민을 받아들였다.	Between 1820 and 1973, the United States admitted more than 46 million immigrants.	
JLPT-한끝-N2-0107	薄い	うすい	얇다, 연하다	一方の本は薄い、他方は厚い、厚いのは約２００ページある。	한편의 책은 얇고, 다른 한편은 두껍고, 두꺼운 것은 약 200페이지 있다.	One book is thin. The other is thick. The thick one has about 200 pages.	
JLPT-한끝-N2-0108	薄暗い	うすぐらい	어둡다, 침침하다	薄暗い照明の中で、彼女の顔がはっきり見えなかった。	어두컴컴한 조명 속에서 그녀의 얼굴이 뚜렷하게 보이지 않았다.	Her face was not clear in the poor light.	
JLPT-한끝-N2-0109	薄める	うすめる	묽게 하다	薬品を水で薄める際は、決められた割合を必ず守ってください。	약품을 물로 희석할 때는 정해진 비율을 반드시 지켜주시기 바랍니다.		
JLPT-한끝-N2-0110	疑い	うたがい	의심	その事についての疑いを捨てなくてはならなかった。	그 일에 대한 의심을 버려야 했다.	I had to get rid of my doubt about it.	
JLPT-한끝-N2-0111	疑う	うたがう	의심하다	彼らは彼を疑っていたが、理由が無いわけではなかった。	그들은 그를 의심했지만 이유가 없는 것은 아니었다.	They were suspicious of him, and not without reason.	
JLPT-한끝-N2-0112	打ち明ける	うちあける	털어놓다	とにかく、言いづらい事を打ち明けてくれてうれしいよ。	아무튼 말하기 힘든 걸 털어놔서 기뻐.	Anyway, I'm glad you were able to broach this difficult subject.	
JLPT-한끝-N2-0113	打ち消す	うちけす	부정하다	会社は報道内容を打ち消したものの、疑惑が完全に晴れたわけではない。	회사는 보도 내용을 번복했지만 의혹이 완전히 불거진 것은 아니다.		
